Code,Parent Code,Full Code,Meaning,Effective From Date,Effective To Date,Usage Guidelines,Notes,SortPolicyOrder,,
012,SP85,SP85012,Possessing liquor while trying to enter sports ground,,,Section: 2(1)(b),,SP850120,,
013,SP85,SP85013,Possessing disposable drink container while entering sports ground,,,Section: 2(1)(b),,SP850130,,
014,SP85,SP85014,Possessing article capable of causing injury while entering sports ground,,,Section: 2(1)(b),,SP850140,,
015,SP85,SP85015,Possessing disposable drink container while trying to enter sports ground,,,Section: 2(1)(b),,SP850150,,
016,SP85,SP85016,Possessing article capable of causing injury while trying to enter sports ground,,,Section: 2(1)(b),,SP850160,,
017,SP85,SP85017,Being drunk in sports ground,,,Section: 2(2),,SP850170,,
018,SP85,SP85018,Being drunk while entering sports ground,,,Section: 2(2),,SP850180,,
019,SP85,SP85019,Being drunk while trying to enter sports ground,,,Section: 2(2),,SP850190,,
020,SP85,SP85020,Possessing firework in sports ground,,01/01/1901,Section: 2A(1)(a),,SP850200,,
021,SP85,SP85021,Possessing prohibited article in sports ground,,01/01/1901,Section: 2A(1)(a),,SP850210,,
022,SP85,SP85022,Possessing prohibited substance in sports ground,,01/01/1901,Section: 2A(1)(a),,SP850220,,
023,SP85,SP85023,Possessing firework while entering sports ground,,,Section: 2A(1)(b),,SP850230,,
024,SP85,SP85024,Possessing prohibited article while entering sports ground,,,Section: 2A(1)(b),,SP850240,,
025,SP85,SP85025,Possessing prohibited substance while entering sports ground,,,Section: 2A(1)(b),,SP850250,,
026,SP85,SP85026,Possessing firework while trying to enter sports ground,,,Section: 2A(1)(b),,SP850260,,
027,SP85,SP85027,Possessing prohibited article while trying to enter sports ground,,,Section: 2A(1)(b),,SP850270,,
028,SP85,SP85028,Possessing prohibited substance while trying to enter sports ground,,,Section: 2A(1)(b),,SP850280,,
029,SP85,SP85029,Selling intoxicating liquor at sports ground,,,Section: 3(10),,SP850290,,
030,SP85,SP85030,Supplying intoxicating liquor at sports ground,,,Section: 3(10),,SP850300,,
031,SP85,SP85031,Authorising sale of intoxicating liquor at sports ground,,,Section: 3(10),,SP850310,,
032,SP85,SP85032,Authorising supply of intoxicating liquor at sports ground,,,Section: 3(10),,SP850320,,
033,SP85,SP85033,Occasional licence holder selling intoxicating liquor at sports ground,,,Section: 5B(2),,SP850330,,
034,SP85,SP85034,Occasional licence holder authorising sale of intoxicating liquor at sports ground,,,Section: 5B(2),,SP850340,,
035,SP85,SP85035,Consuming at sports ground intoxicating liquor sold by or sale of which was authorised by occasional licence holder,,,Section: 5B(3),,SP850350,,
036,SP85,SP85036,Taking from sports ground intoxicating liquor sold by or sale of which was authorised by occasional licence holder,,,Section: 5B(3),,SP850360,,
037,SP85,SP85037,Supplying intoxicating liquor to a member or guest of registered club outside club premises,,,Section: 5C(3),,SP850370,,
038,SP85,SP85038,Authorising the supply of intoxicating liquor to member or guest of registered club outside club premises,,,Section: 5C(3),,SP850380,,
039,SP85,SP85039,Member or guest of registered club consuming intoxicating liquor outside club premises,,,Section: 5C(4),,SP850390,,
040,SP85,SP85040,Member or guest of registered club obtaining intoxicating liquor outside club premises,,,Section: 5C(4),,SP850400,,
041,SP85,SP85041,Officer of reg' club keep intox' liq' on premises on behalf of club to supply member/guest of club outside club premises,,,Section: 5C(5),,SP850410,,
042,SP85,SP85042,Non-retail selling of intoxicating liquor at sports ground,,,Section: 5D(2),,SP850420,,
043,SP85,SP85043,Authorising non-retail selling of intoxicating liquor at sports ground,,,Section: 5D(2),,SP850430,,
044,SP85,SP85044,Consuming non-retail intoxicating liquor sold at sports ground,,,Section: 5D(3),,SP850440,,
045,SP85,SP85045,Obtaining non-retail intoxicating liquor sold at sports ground,,,Section: 5D(3),,SP850450,,
046,SP85,SP85046,Failing to close sports ground bar when required to do so by constable,,,Section: 6(2),,SP850460,,
047,SP85,SP85047,Failing to keep sports ground bar closed when required to do so by constable,,,Section: 6(2),,SP850470,,
048,SP85,SP85048,Permitting liquor to be carried on non-public service vehicle adapted to carrying eight or more passengers,,,Section: 1A(2),,SP850480,,
049,SP85,SP85049,"Possessing an article or substance the main purpose of which is to emit a flare, smoke or visible gas",,,Section: 2A(1)(a),,SP850490,,
050,SP85,SP85050,Being drunk during a designated sporting event,,01/01/1901,Section: 2(2),,SP850500,,
001,SS06,SS06001,Personating holder of airman's certificate of service or discharge,,,Section: 1,,SS060010,,
002,SS06,SS06002,Personating holder of sailor's certificate of service or discharge,,,Section: 1,,SS060020,,
003,SS06,SS06003,Personating holder of soldier's certificate of service or discharge,,,Section: 1,,SS060030,,
005,SS75,SS75005,Failing to pay contribution liable under part I of this Act,,01/01/1901,Section: 146(1),,SS750050,,
006,SS75,SS75006,Buying used stamp for card,,01/01/1901,Section: 146(3)(a),,SS750060,,
008,SS75,SS75008,Selling used stamp for card,,01/01/1901,Section: 146(3)(a),,SS750080,,
009,SS75,SS75009,Making false representation to obtain benefit from National Insurance Fund,,01/01/1901,Section: 146(3)(c),,SS750090,,
010,SS75,SS75010,Affixing used stamp to card,,01/01/1901,Section: 146(3)(b),,SS750100,,
030,SS86,SS86030,Making false statement for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(a),,SS860300,,
031,SS86,SS86031,Making false representation for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(a),,SS860310,,
032,SS86,SS86032,Producing false document for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860320,,
033,SS86,SS86033,Producing false information for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860330,,
034,SS86,SS86034,Furnishing false document for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860340,,
035,SS86,SS86035,Furnishing false information for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860350,,
036,SS86,SS86036,Knowingly causing false document to be produced for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860360,,
037,SS86,SS86037,Knowingly allowing false document to be produced for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860370,,
038,SS86,SS86038,Knowingly causing false information to be produced for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860380,,
039,SS86,SS86039,Knowingly allowing false information to be produced for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860390,,
040,SS86,SS86040,Knowingly causing false document to be furnished for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860400,,
041,SS86,SS86041,Knowingly allowing false document to be furnished for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860410,,
042,SS86,SS86042,Knowingly causing false information to be furnished for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860420,,
043,SS86,SS86043,Knowingly allowing false information to be furnished for purpose connected with a benefit Act,,01/01/1901,Section: 55(1)(b),,SS860430,,
001,SS92,SS92001,Make false statement / representation to obtain benefit / payment,01/07/2008,,Section: 112(1)(a),,SS920010,,
002,SS92,SS92002,Falsely producing document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920020,,
003,SS92,SS92003,Causing production of false document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920030,,
004,SS92,SS92004,Allowing production of false document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920040,,
005,SS92,SS92005,Falsely furnishing document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920050,,
006,SS92,SS92006,Causing furnishing of false document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920060,,
007,SS92,SS92007,Allowing furnishing of false document or information to obtain benefit or payment,,30/06/2008,Section: 112(1)(b),,SS920070,,
008,SS92,SS92008,Buying contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920080,,
009,SS92,SS92009,Selling contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920090,,
010,SS92,SS92010,Offering for sale contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920100,,
011,SS92,SS92011,Taking contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920110,,
012,SS92,SS92012,Giving in exchange contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920120,,
013,SS92,SS92013,Pawning contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920130,,
014,SS92,SS92014,Taking in pawn contribution card or used contribution stamp,,06/04/1999,Section: 114(4)(a),,SS920140,,
015,SS92,SS92015,Affixing used contribution stamp to contribution card,,06/04/1999,Section: 114(4)(b),,SS920150,,
016,SS92,SS92016,Employee or ex-employee of Social Security disclosing information without authorisation,,,Section: 123(1),,SS920160,,
017,SS92,SS92017,Ex-employee Social Security investigator or auditor disclosing information without authorisation,,,Section: 123(2),,SS920170,,
018,SS92,SS92018,Unlawfully possessing social security document for debt security or pledge,,,Section: 182(1)(a),,SS920180,,
019,SS92,SS92019,Unlawfully possessing social security document for obtaining unlawful payment,,,Section: 182(1)(b),,SS920190,,
020,SS92,SS92020,Unlawfully possess social security doc' - other than for debt security/pledge/for obtaining unlawful payment,,,Section: 182(2),,SS920200,,
021,SS92,SS92021,Impersonating officer,,,Section: 181,,SS920210,,
022,SS92,SS92022,Fail to pay any contribution at or within the time prescribed.,,,Section: 114A(1),,SS920220,,
023,SS92,SS92023,Intentionally delay/obstruct a social security inspector in the exercise of his powers,08/05/1997,,Section: 111(1)(a),,SS920230,,
024,SS92,SS92024,"Refuse/neglect to answer any question, furnish any information, or produce any document when required to do so.",08/05/1997,,Section: 111(1)(b),,SS920240,,
025,SS92,SS92025,Continue to refuse/neglect to answer question/furnish info/produce doc when req' despite already convicted of offence,09/05/1997,,Section: 111(2),,SS920250,,
026,SS92,SS92026,Failure to comply with reporting requirement of Secretary of State in relation to administration.,,,Section: 139A(3),,SS920260,,
027,SS92,SS92027,Making a false statement or representation so as to obtain benefit.,,01/01/1901,Section: 111A(1)(a),,SS920270,,
028,SS92,SS92028,Producing/furnishing any false document/information.,,01/01/1901,Section: 111A(1)(b),,SS920280,,
029,SS92,SS92029,Causing/allowing any false document/information to be produced or furnished,,01/01/1901,Section: 111A(1B),,SS920290,,
030,SS92,SS92030,Intentionally delaying or obstructing an inspector,,,Section: 111(1)(a),,SS920300,,
031,SS92,SS92031,Refuse/neglect to answer any question/furnish any information/produce any document when required to do so,,,Section: 111(1)(b),,SS920310,,
032,SS92,SS92032,Knowingly fraudulently evading contributions which he or any other person is liable,,,Section: 114(1),,SS920320,,
033,SS92,SS92033,Fail pay at within time prescribed sum req' by reg's made by virtue of para 6/7B of Sch1 to Contrib' & Benefits Act,,,Section: 114A(2),,SS920330,,
034,SS92,SS92034,Failing to notify a change of circumstances which regulations under this Act require,,01/01/1901,Section: 111A(1),,SS920340,,
035,SS92,SS92035,Fraudulent evasion of National Insurance contributions,06/04/1999,,Section: 114,,SS920350,,
036,SS92,SS92036,Make a false statement/representation so as to obtain benefit,01/10/2005,,Section: 111A,,SS920360,,
037,SS92,SS92037,Producing/furnishing any false document/information.,01/10/2005,,Section: 111A(1)(b),,SS920370,,
038,SS92,SS92038,Cause/allow the production of any false document/ information.,01/10/2005,,Section: 111A(1)(b),,SS920380,,
039,SS92,SS92039,Fail to notify change of circumstances affecting entitlement to any benefit / payment/advantage under the legislation,01/10/2005,,Section: 111A(1A),,SS920390,,
040,SS92,SS92040,Cause / allow another to fail to give prompt notification of change of circumstances,,,Section: 111A(1B),,SS920400,,
041,SS92,SS92041,Falsely produce / cause / allow production/furnishing of doc/info to obtain benefit/payment,01/07/2008,,Section: 112(1)(b) & (2),,SS920410,,
042,SS92,SS92042,Fail to notify change of circumstances affecting entitlement to benefit/other payment,01/07/2008,,Section: 112(1A) & (2),,SS920420,,
043,SS92,SS92043,Cause/allow another to fail to notify change of your circumstances affecting entitlement to benefit/other payment,01/07/2008,,Section: 112(1A) & (2),,SS920430,,
044,SS92,SS92044,Cause/allow another to fail to notify change of circumstances of which affects their entitlement to benefit/other payment,01/07/2008,,Section: 112(1B) & (2),,SS920440,,
001,ST47,ST47001,Failing to notify Board of Trade or other competent authority of undertaking,,,Section: 6(3),,ST470010,,
002,ST47,ST47002,Recklessly making false statement about undertaking,,,Section: 6(4),,ST470020,,
003,ST47,ST47003,Failing to give information on entering or leaving the UK by air,,,Section: 10(3),,ST470030,,
004,ST47,ST47004,Recklessly making false statement on entering or leaving the UK by air,,,Section: 10(4),,ST470040,,
001,ST72,ST72001,Holder of licence/holder for time being of letters patent under Theatre Act 1968 contravene section 2,,,Section: 3 (1),,ST720010,,
001,ST94,ST94001,Large shop opening on Sundays for serving retail customers,,,Section: Sch 1 Para 7(1),,ST940010,,
